o	Pinnacle Series (CNC Station): B.E.R.N.A.D.E.T.T.E. (Beauty Emulsion Robotics, Nanoparticle Dispensing, & Encapsulation Technical Environment) — A cleanroom formulation pod that mixes cosmetic emulsions under vacuum, auto-fills bottles or tubes, and applies tamper-evident labeling in a sterile enclosure.
•	L16 — Fragrance Manufacturing Wing
o	ATEX-Rated Blending Vessels
	Heritage Series (Old Version): Manufactured by Techne  under the product name AtexBlend 8.
	Innovator Series (New Version): Manufactured by Techne under the product name PrecisionAtex BlendSys.
o	Essential Oil Weighing Booths & Dispensing Systems
	Heritage Series (Old Version): Manufactured by Techne  under the product name OilScale 6.
	Innovator Series (New Version): Manufactured by Techne under the product name AutoDispense Oil.
o	ATEX Filling Lines & Crimping Machines
	Heritage Series (Old Version): Manufactured by Techne  under the product name PerfumeCrimper 14.
	Innovator Series (New Version): Manufactured by Techne under the product name SafeFill ATEX Crimp.
o	GC-MS Systems
	Heritage Series (Old Version): Manufactured by Techne  under the product name GC-MS Lab 2.
	Innovator Series (New Version): Manufactured by Techne under the product name Integrated QC Pipeline.
o	Pinnacle Series (CNC Station): O.F.E.L.I.A. (Olfactive Formulation, Extraction, Labelling, & Ingredient Assembly) — An ATEX-rated explosive-safe dispensing and crimping cell that weighs essential oils, blends formulas, fills perfume bottles, and seals them with torque-controlled crimpers.
•	L17 — Packaging & Assembly Hub
o	Carton Erection & Gluing Machines
	Heritage Series (Old Version): Manufactured by Techne  under the product name CartonForm 8.
	Innovator Series (New Version): Manufactured by Techne under the product name RoboCarton Erector.
o	Shrink-Wrap Tunnels
	Heritage Series (Old Version): Manufactured by Techne  under the product name ShrinkTunnel 4.
	Innovator Series (New Version): Manufactured by Techne under the product name ThermalProfile Wrap.
o	Kitting Workstations
	Heritage Series (Old Version): Manufactured by Techne  under the product name KitStation 40.
	Innovator Series (New Version): Manufactured by Threadbourne under the product name RoboKit Assembly.
o	Automated Labeling Machines & Checkweighers
	Heritage Series (Old Version): Manufactured by Techne  under the product name LabelWeigh 18.
	Innovator Series (New Version): Manufactured by Techne under the product name SmartLabel Checkweigh.
o	Pinnacle Series (CNC Station): P.E.N.E.L.O.P.E. (Packaging, Erection, Netting, & Automated Logistics Processing Equipment) — A packaging CNC cell that erects cartons, executes multi-item gift kitting via robotic arms, applies shrink-wrap, and verifies weight and barcodes.
•	L18 — Quality Assurance & Laboratory Floor
o	Universal Tensile, Abrasion & Crockmeter Testers
	Heritage Series (Old Version): Manufactured by Techne  under the product name DurabilityTest Suite.
	Innovator Series (New Version): Manufactured by Techne and Threadbourne under the product name Integrated QC TestBench.
o	Spectrophotometers
	Heritage Series (Old Version): Manufactured by Techne  under the product name ColorSpec 4.
	Innovator Series (New Version): Manufactured by Techne under the product name ColorProfile Automation.
o	Flammability Test Chambers
	Heritage Series (Old Version): Manufactured by Techne  under the product name FlameTest 4.
	Innovator Series (New Version): Manufactured by Techne under the product name ControlledBurn Chamber.
o	Pinnacle Series (CNC Station): Q.U.E.E.N. (Quality Uniformity Examination & Evaluation Network) — A centralized sample-testing cabinet that automatically subjects fabric and material swatches to tensile, abrasion, and colorfastness stress tests.
L19 — Logistics Operations Center, WMS Terminals & Pick & Pack Lanes, Heritage Series (Old Version): Manufactured by Techne  under the product name LogisticsDesk 50.
L19 — Logistics Operations Center, WMS Terminals & Pick & Pack Lanes, Innovator Series (New Version): Manufactured by Techne under the product name RoboPackout Lane.
L19 — Logistics Operations Center, Strapping Machines & Pallet Wrappers, Heritage Series (Old Version): Manufactured by Techne  under the product name PalletWrap 14.
L19 — Logistics Operations Center, Strapping Machines & Pallet Wrappers, Innovator Series (New Version): Manufactured by Techne under the product name TensionAdaptive Wrapper.
L19 — Logistics Operations Center, Dock Management Systems, Heritage Series (Old Version): Manufactured by Techne  under the product name DockControl Display.
L19 — Logistics Operations Center, Dock Management Systems, Innovator Series (New Version): Manufactured by Techne and Threadbourne under the product name LogisticsAI DockHub.
L19 — Logistics Operations Center, Pinnacle Series (CNC Station): D.A.F.N.E. (Dock Automation & Freight Network Engine) — An automated pallet-staging and wrapping pod that consolidates multi-SKU orders, applies tension-adaptive stretch wrapping, and prints shipping manifests automatically.

