group	normalized_text_sha256	path_count	distinct_blob_count	status	path
T020	5fc22604f5d97c71d2588869be526c5de78f9ad07275a8321a68ff5f79127d60	3	1	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Obsolete-Documents/St Claire Master Lore Compendium v3 (2).md
T020	5fc22604f5d97c71d2588869be526c5de78f9ad07275a8321a68ff5f79127d60	3	1	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Obsolete-Documents/St Claire Master Lore Compendium v3.md
T020	5fc22604f5d97c71d2588869be526c5de78f9ad07275a8321a68ff5f79127d60	3	1	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/St Claire Master Lore Compendium v3.md
T021	6158a107b2b5a2299c9f52c1d81a714ff234b636cb59199b2bcbc1d646473a43	2	1	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/oam-selection-draft (2).md
T021	6158a107b2b5a2299c9f52c1d81a714ff234b636cb59199b2bcbc1d646473a43	2	1	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/oam-selection-draft.md
T022	679bf850c45bd4199aa3b393dea383856e8e37133b0df07432f5867b810527ec	2	1	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/metis-techne-buildout (2).md
T022	679bf850c45bd4199aa3b393dea383856e8e37133b0df07432f5867b810527ec	2	1	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/metis-techne-buildout.md
T023	6edf0a7ebf7d9c89d77753b99edd86846fd54cb8f3f5499112fdd575dda4cc7b	2	1	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/claude report-obsidian-vanguard-wealth-management.md
T023	6edf0a7ebf7d9c89d77753b99edd86846fd54cb8f3f5499112fdd575dda4cc7b	2	1	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/obsidian-vanguard-wealth-management.md
T024	711b110ede0fe4f4da3584b44496c5a726153d979cf8cb1d9027ccf779e6fa42	2	1	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/Create a list of 25 pop culture reference used by .._(1).docx
T024	711b110ede0fe4f4da3584b44496c5a726153d979cf8cb1d9027ccf779e6fa42	2	1	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/Create a list of 25 pop culture reference used by .._.docx
T025	734756029fa3c0191273991eb1e20d3cb30ccc9b389aa3bf0f068c36a081274f	3	1	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/change-toolkit perceived-gender-swap-mechanics 1.md
T025	734756029fa3c0191273991eb1e20d3cb30ccc9b389aa3bf0f068c36a081274f	3	1	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/change-toolkit perceived-gender-swap-mechanics 2.md
T025	734756029fa3c0191273991eb1e20d3cb30ccc9b389aa3bf0f068c36a081274f	3	1	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/change-toolkit perceived-gender-swap-mechanics.md
T026	7776b31091f4fa777b86e8e3c410254b23c001f3c4cc0cb2e4b6033edc407843	2	1	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/cassandra_labs_draft (2).md
T026	7776b31091f4fa777b86e8e3c410254b23c001f3c4cc0cb2e4b6033edc407843	2	1	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/cassandra_labs_draft.md
T027	7acfa0b66adeed2af241deebab97b8be966e002f157d6ac9625729f2cfeff3d0	2	2	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/The District of St. Claire (2).docx
T027	7acfa0b66adeed2af241deebab97b8be966e002f157d6ac9625729f2cfeff3d0	2	2	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/The District of St. Claire.docx
T028	82887abe944e7944e70ed962835945590f13bf85520a31d63aa3dfdc550defae	2	2	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/Custom prosthetics plan - old (1).docx
T028	82887abe944e7944e70ed962835945590f13bf85520a31d63aa3dfdc550defae	2	2	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/Custom prosthetics plan - old.docx
T029	85b03ba3310186565715d901fbd7a79388cd9c87959d577b81e03d0af35b7e39	2	2	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/Advanced Cybernetic Integration & Anatomical Replacement Manifest (System Specification_ Model Variant V-10.docx
T029	85b03ba3310186565715d901fbd7a79388cd9c87959d577b81e03d0af35b7e39	2	2	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/Copy of Advanced Cybernetic Integration & Anatomical Replacement Manifest (System Specification_ Model Variant V-10 (1).docx
T030	8684ac2723acec69dd3e99f35d4728efe57bb832b61c4819ef52a67125869645	2	1	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/barbies dreamhouses (2).docx
T030	8684ac2723acec69dd3e99f35d4728efe57bb832b61c4819ef52a67125869645	2	1	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/barbies dreamhouses.docx
T031	88abf9b2b5ba2e19fc560ce4955644ba97e93b6536b761a589e4ee4f2d7c07a9	2	1	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/Create a list of 25 pop culture reference used in .._(1).docx
T031	88abf9b2b5ba2e19fc560ce4955644ba97e93b6536b761a589e4ee4f2d7c07a9	2	1	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/Create a list of 25 pop culture reference used in .._.docx
T032	96cc0758c1200c5fea3fb7cf901119526959f9d623a01eb14f8be98c175c06c9	2	1	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/Lesbian jewelery constellation pettern(1).docx
T032	96cc0758c1200c5fea3fb7cf901119526959f9d623a01eb14f8be98c175c06c9	2	1	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/Lesbian jewelery constellation pettern.docx
T033	9f22b54f15cc7fea7321b85287ead7b72150564f2e4274b9e8ce006063a0c2ad	2	2	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/fashion_designers (2).docx
T033	9f22b54f15cc7fea7321b85287ead7b72150564f2e4274b9e8ce006063a0c2ad	2	2	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/fashion_designers.docx
T034	9f5d8b1a0b382030c9bb57020d725a790683ae0cd28ee9ddae626658e3c230db	2	2	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/girl1.xlsx
T034	9f5d8b1a0b382030c9bb57020d725a790683ae0cd28ee9ddae626658e3c230db	2	2	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/z-calendar - girl1.zip
T035	9f9c76c0a71d8e3fb92f2f830a678e95cbc9197437d79d47f8780f7a73b8aab9	2	2	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/Obsidian-Vanguard Estate_ Master Concept & Architecture.docx
T035	9f9c76c0a71d8e3fb92f2f830a678e95cbc9197437d79d47f8780f7a73b8aab9	2	2	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/The Obsidian-Vanguard Estate_ Master Concept & Architecture.docx
T036	ad346528f24d4f698ca66636fe99e180da2ffb998f8dfc79f09c2fe3ed0c88fd	2	1	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Obsolete-Documents/St Claire 01 Founding Pioneers.md
T036	ad346528f24d4f698ca66636fe99e180da2ffb998f8dfc79f09c2fe3ed0c88fd	2	1	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/St Claire 01 Founding Pioneers.md
T037	b1b896487095623c5374ce70c13b2f17184b8969fb63621f2a87782436b658a1	3	2	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/31_female life events (2).docx
T037	b1b896487095623c5374ce70c13b2f17184b8969fb63621f2a87782436b658a1	3	2	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/31_female life events (3).docx
T037	b1b896487095623c5374ce70c13b2f17184b8969fb63621f2a87782436b658a1	3	2	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/31_female life events.docx
T038	b5de6cf92a12beb00bfc3a4ec3e96a84f779962732b6ef2b09634d85771b97cc	2	2	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/the community (2).docx
T038	b5de6cf92a12beb00bfc3a4ec3e96a84f779962732b6ef2b09634d85771b97cc	2	2	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/the community.docx
T039	c2c521b725640cb8bc60b2ab1bd67dfc192e9bc123dcefee40a6dbffaff49b5d	2	1	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/techne-floor23 (2).md
T039	c2c521b725640cb8bc60b2ab1bd67dfc192e9bc123dcefee40a6dbffaff49b5d	2	1	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/techne-floor23.md
T040	c9474ffd56041aaee0b92011ad5600eb99801679f2fd9209d2232784be26ccad	2	1	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Obsolete-Documents/St Claire 99 MASTER TRACKER.md
T040	c9474ffd56041aaee0b92011ad5600eb99801679f2fd9209d2232784be26ccad	2	1	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Obsolete-Documents/old.St Claire 99 MASTER TRACKER.md
T041	c9d6b3ac70039768cff122f052f816c68fb6bcfe4b9271addc1a83da085cfda3	2	2	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/Corporate Aviation Fleet Directory (2).docx
T041	c9d6b3ac70039768cff122f052f816c68fb6bcfe4b9271addc1a83da085cfda3	2	2	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/Corporate Aviation Fleet Directory.docx
T042	cefc7356089060d1b36fc558e7e0fe053c28377f9e99d23640397df11de0c024	2	2	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/museum plan (2).docx
T042	cefc7356089060d1b36fc558e7e0fe053c28377f9e99d23640397df11de0c024	2	2	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/museum plan.docx
T043	cf3177997afabde59f92ab5cf36964d363ab2b265723b3d918c0773d54a6917c	2	2	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/luxury_shopping.docx
T043	cf3177997afabde59f92ab5cf36964d363ab2b265723b3d918c0773d54a6917c	2	2	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/luxury_shopping_Districts.docx
T044	d7bb37387787944cc68504ed70d9b0f601302681042e3fbac26ee2b2377abc33	2	1	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/34_Footwear_Registry (2).csv
T044	d7bb37387787944cc68504ed70d9b0f601302681042e3fbac26ee2b2377abc33	2	1	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/34_Footwear_Registry.csv
T045	ded8bd861e3cdd2d25dd237221b28ac193b3d9bc3445d938309eeebdf005936f	2	1	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/24_clothes and body (2).xlsx
T045	ded8bd861e3cdd2d25dd237221b28ac193b3d9bc3445d938309eeebdf005936f	2	1	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/24_clothes and body.xlsx
T046	e8776d2b5f7d937fa12939c9bbac89d1ffa72d9c94fba2de3b2b32e3e9407b6b	2	1	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/jim-story preserved-scenes (1).md
T046	e8776d2b5f7d937fa12939c9bbac89d1ffa72d9c94fba2de3b2b32e3e9407b6b	2	1	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/jim-story preserved-scenes.md
T047	ece68f3e8776831765c7304e74d7053f9b609d30c3716e5a8a7ffead81e89cf9	2	1	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/techne-full-building (2).md
T047	ece68f3e8776831765c7304e74d7053f9b609d30c3716e5a8a7ffead81e89cf9	2	1	normalized-extracted-text-match-not-authority-equivalence	Systemwide/Source/Original-Documents/techne-full-building.md
